ID;Year;Which contest;Edition;Jury or televoting;From;To;Points;Is duplicate
25817;2010;f;2010f;J;Sweden;Denmark;8;0
25818;2010;f;2010f;J;Sweden;France;0;0
25819;2010;f;2010f;J;Sweden;Georgia;6;0
25820;2010;f;2010f;J;Sweden;Germany;12;0
25821;2010;f;2010f;J;Sweden;Greece;0;0
25822;2010;f;2010f;J;Sweden;Iceland;0;0
25823;2010;f;2010f;J;Sweden;Ireland;0;0
25824;2010;f;2010f;J;Sweden;Israel;0;0
25825;2010;f;2010f;J;Sweden;Moldova;0;0
25826;2010;f;2010f;J;Sweden;Norway;4;0
25827;2010;f;2010f;J;Sweden;Portugal;0;0
25828;2010;f;2010f;J;Sweden;Romania;10;0
25829;2010;f;2010f;J;Sweden;Russia;0;0
25830;2010;f;2010f;J;Sweden;Serbia;7;0
25831;2010;f;2010f;J;Sweden;Spain;0;0
25832;2010;f;2010f;J;Sweden;Turkey;5;0
25833;2010;f;2010f;J;Sweden;Ukraine;0;0
25834;2010;f;2010f;J;Sweden;United Kingdom;0;0
25835;2010;f;2010f;J;Switzerland;Albania;8;0
25836;2010;f;2010f;J;Switzerland;Armenia;0;0
25837;2010;f;2010f;J;Switzerland;Azerbaijan;2;0
25838;2010;f;2010f;J;Switzerland;Belarus;0;0
25839;2010;f;2010f;J;Switzerland;Belgium;7;0
25840;2010;f;2010f;J;Switzerland;Bosnia and Herzegovina;0;0
25841;2010;f;2010f;J;Switzerland;Cyprus;0;0
25842;2010;f;2010f;J;Switzerland;Denmark;0;0
25843;2010;f;2010f;J;Switzerland;France;0;0
25844;2010;f;2010f;J;Switzerland;Georgia;1;0
25845;2010;f;2010f;J;Switzerland;Germany;12;0
25846;2010;f;2010f;J;Switzerland;Greece;0;0
25847;2010;f;2010f;J;Switzerland;Iceland;0;0
25848;2010;f;2010f;J;Switzerland;Ireland;6;0
25849;2010;f;2010f;J;Switzerland;Israel;0;0
25850;2010;f;2010f;J;Switzerland;Moldova;0;0
25851;2010;f;2010f;J;Switzerland;Norway;0;0
25852;2010;f;2010f;J;Switzerland;Portugal;5;0
25853;2010;f;2010f;J;Switzerland;Romania;4;0
25854;2010;f;2010f;J;Switzerland;Russia;0;0
25855;2010;f;2010f;J;Switzerland;Serbia;10;0
25856;2010;f;2010f;J;Switzerland;Spain;0;0
25857;2010;f;2010f;J;Switzerland;Turkey;3;0
25858;2010;f;2010f;J;Switzerland;Ukraine;0;0
25859;2010;f;2010f;J;Switzerland;United Kingdom;0;0
25860;2010;f;2010f;J;Netherlands;Albania;0;0
25861;2010;f;2010f;J;Netherlands;Armenia;12;0
25862;2010;f;2010f;J;Netherlands;Azerbaijan;0;0
25863;2010;f;2010f;J;Netherlands;Belarus;0;0
25864;2010;f;2010f;J;Netherlands;Belgium;6;0
25865;2010;f;2010f;J;Netherlands;Bosnia and Herzegovina;0;0
25866;2010;f;2010f;J;Netherlands;Cyprus;0;0
25867;2010;f;2010f;J;Netherlands;Denmark;2;0
25868;2010;f;2010f;J;Netherlands;France;0;0
25869;2010;f;2010f;J;Netherlands;Georgia;0;0
25870;2010;f;2010f;J;Netherlands;Germany;4;0
25871;2010;f;2010f;J;Netherlands;Greece;3;0
25872;2010;f;2010f;J;Netherlands;Iceland;0;0
25873;2010;f;2010f;J;Netherlands;Ireland;0;0
25874;2010;f;2010f;J;Netherlands;Israel;10;0
25875;2010;f;2010f;J;Netherlands;Moldova;0;0
25876;2010;f;2010f;J;Netherlands;Norway;0;0
25877;2010;f;2010f;J;Netherlands;Portugal;0;0
25878;2010;f;2010f;J;Netherlands;Romania;5;0
25879;2010;f;2010f;J;Netherlands;Russia;0;0
25880;2010;f;2010f;J;Netherlands;Serbia;1;0
25881;2010;f;2010f;J;Netherlands;Spain;0;0
25882;2010;f;2010f;J;Netherlands;Turkey;8;0
25883;2010;f;2010f;J;Netherlands;Ukraine;7;0
25884;2010;f;2010f;J;Netherlands;United Kingdom;0;0
25885;2010;f;2010f;J;Turkey;Albania;7;0
25886;2010;f;2010f;J;Turkey;Armenia;6;0
25887;2010;f;2010f;J;Turkey;Azerbaijan;12;0
25888;2010;f;2010f;J;Turkey;Belarus;0;0
25889;2010;f;2010f;J;Turkey;Belgium;0;0
25890;2010;f;2010f;J;Turkey;Bosnia and Herzegovina;8;0
25891;2010;f;2010f;J;Turkey;Cyprus;0;0
25892;2010;f;2010f;J;Turkey;Denmark;0;0
25893;2010;f;2010f;J;Turkey;France;0;0
25894;2010;f;2010f;J;Turkey;Georgia;5;0
25895;2010;f;2010f;J;Turkey;Germany;10;0
25896;2010;f;2010f;J;Turkey;Greece;3;0
25897;2010;f;2010f;J;Turkey;Iceland;0;0
25898;2010;f;2010f;J;Turkey;Ireland;0;0
25899;2010;f;2010f;J;Turkey;Israel;0;0
25900;2010;f;2010f;J;Turkey;Moldova;0;0
25901;2010;f;2010f;J;Turkey;Norway;0;0
25902;2010;f;2010f;J;Turkey;Portugal;0;0
25903;2010;f;2010f;J;Turkey;Romania;2;0
25904;2010;f;2010f;J;Turkey;Russia;4;0
25905;2010;f;2010f;J;Turkey;Serbia;0;0
25906;2010;f;2010f;J;Turkey;Spain;0;0
25907;2010;f;2010f;J;Turkey;Turkey;0;1
25908;2010;f;2010f;J;Turkey;Ukraine;1;0
25909;2010;f;2010f;J;Turkey;United Kingdom;0;0
25910;2010;f;2010f;J;Ukraine;Albania;0;0
25911;2010;f;2010f;J;Ukraine;Armenia;6;0
25912;2010;f;2010f;J;Ukraine;Azerbaijan;12;0
25913;2010;f;2010f;J;Ukraine;Belarus;0;0
25914;2010;f;2010f;J;Ukraine;Belgium;1;0
25915;2010;f;2010f;J;Ukraine;Bosnia and Herzegovina;0;0
25916;2010;f;2010f;J;Ukraine;Cyprus;0;0
25917;2010;f;2010f;J;Ukraine;Denmark;0;0
25918;2010;f;2010f;J;Ukraine;France;0;0
25919;2010;f;2010f;J;Ukraine;Georgia;7;0
25920;2010;f;2010f;J;Ukraine;Germany;5;0
25921;2010;f;2010f;J;Ukraine;Greece;0;0
25922;2010;f;2010f;J;Ukraine;Iceland;0;0
25923;2010;f;2010f;J;Ukraine;Ireland;0;0
25924;2010;f;2010f;J;Ukraine;Israel;3;0
25925;2010;f;2010f;J;Ukraine;Moldova;0;0
25926;2010;f;2010f;J;Ukraine;Norway;0;0
25927;2010;f;2010f;J;Ukraine;Portugal;0;0
25928;2010;f;2010f;J;Ukraine;Romania;2;0
25929;2010;f;2010f;J;Ukraine;Russia;10;0
25930;2010;f;2010f;J;Ukraine;Serbia;0;0
25931;2010;f;2010f;J;Ukraine;Spain;4;0
25932;2010;f;2010f;J;Ukraine;Turkey;8;0
25933;2010;f;2010f;J;Ukraine;Ukraine;0;1
25934;2010;f;2010f;J;Ukraine;United Kingdom;0;0
25935;2010;f;2010f;J;United Kingdom;Albania;1;0
25936;2010;f;2010f;J;United Kingdom;Armenia;0;0
25937;2010;f;2010f;J;United Kingdom;Azerbaijan;0;0
25938;2010;f;2010f;J;United Kingdom;Belarus;0;0
25939;2010;f;2010f;J;United Kingdom;Belgium;0;0
25940;2010;f;2010f;J;United Kingdom;Bosnia and Herzegovina;0;0
25941;2010;f;2010f;J;United Kingdom;Cyprus;0;0
25942;2010;f;2010f;J;United Kingdom;Denmark;6;0
25943;2010;f;2010f;J;United Kingdom;France;2;0
25944;2010;f;2010f;J;United Kingdom;Georgia;0;0
25945;2010;f;2010f;J;United Kingdom;Germany;4;0
25946;2010;f;2010f;J;United Kingdom;Greece;12;0
25947;2010;f;2010f;J;United Kingdom;Iceland;0;0
25948;2010;f;2010f;J;United Kingdom;Ireland;7;0
25949;2010;f;2010f;J;United Kingdom;Israel;3;0
25950;2010;f;2010f;J;United Kingdom;Moldova;0;0
25951;2010;f;2010f;J;United Kingdom;Norway;0;0
25952;2010;f;2010f;J;United Kingdom;Portugal;0;0
25953;2010;f;2010f;J;United Kingdom;Romania;8;0
25954;2010;f;2010f;J;United Kingdom;Russia;0;0
25955;2010;f;2010f;J;United Kingdom;Serbia;0;0
25956;2010;f;2010f;J;United Kingdom;Spain;0;0
25957;2010;f;2010f;J;United Kingdom;Turkey;10;0
25958;2010;f;2010f;J;United Kingdom;Ukraine;5;0
25959;2010;f;2010f;J;United Kingdom;United Kingdom;0;1
25960;2010;sf1;2010sf1;J;Albania;Albania;0;1
25961;2010;sf1;2010sf1;J;Albania;Belarus;0;0
25962;2010;sf1;2010sf1;J;Albania;Belgium;4;0
25963;2010;sf1;2010sf1;J;Albania;Bosnia and Herzegovina;7;0
25964;2010;sf1;2010sf1;J;Albania;Estonia;1;0
25965;2010;sf1;2010sf1;J;Albania;Macedonia;12;0
25966;2010;sf1;2010sf1;J;Albania;Finland;0;0
25967;2010;sf1;2010sf1;J;Albania;Greece;10;0
25968;2010;sf1;2010sf1;J;Albania;Iceland;8;0
25969;2010;sf1;2010sf1;J;Albania;Latvia;0;0
25970;2010;sf1;2010sf1;J;Albania;Malta;2;0
25971;2010;sf1;2010sf1;J;Albania;Moldova;0;0
25972;2010;sf1;2010sf1;J;Albania;Poland;6;0
25973;2010;sf1;2010sf1;J;Albania;Portugal;5;0
25974;2010;sf1;2010sf1;J;Albania;Russia;0;0
25975;2010;sf1;2010sf1;J;Albania;Serbia;3;0
25976;2010;sf1;2010sf1;J;Albania;Slovakia;0;0
25977;2010;sf1;2010sf1;J;Belarus;Albania;0;0
25978;2010;sf1;2010sf1;J;Belarus;Belarus;0;1
25979;2010;sf1;2010sf1;J;Belarus;Belgium;8;0
25980;2010;sf1;2010sf1;J;Belarus;Bosnia and Herzegovina;4;0
25981;2010;sf1;2010sf1;J;Belarus;Estonia;1;0
25982;2010;sf1;2010sf1;J;Belarus;Macedonia;0;0
25983;2010;sf1;2010sf1;J;Belarus;Finland;7;0
25984;2010;sf1;2010sf1;J;Belarus;Greece;5;0
25985;2010;sf1;2010sf1;J;Belarus;Iceland;6;0
25986;2010;sf1;2010sf1;J;Belarus;Latvia;0;0
25987;2010;sf1;2010sf1;J;Belarus;Malta;2;0
25988;2010;sf1;2010sf1;J;Belarus;Moldova;10;0
25989;2010;sf1;2010sf1;J;Belarus;Poland;3;0
25990;2010;sf1;2010sf1;J;Belarus;Portugal;0;0
25991;2010;sf1;2010sf1;J;Belarus;Russia;12;0
25992;2010;sf1;2010sf1;J;Belarus;Serbia;0;0
25993;2010;sf1;2010sf1;J;Belarus;Slovakia;0;0
25994;2010;sf1;2010sf1;J;Belgium;Albania;8;0
25995;2010;sf1;2010sf1;J;Belgium;Belarus;0;0
25996;2010;sf1;2010sf1;J;Belgium;Belgium;0;1
25997;2010;sf1;2010sf1;J;Belgium;Bosnia and Herzegovina;0;0
25998;2010;sf1;2010sf1;J;Belgium;Estonia;0;0
25999;2010;sf1;2010sf1;J;Belgium;Macedonia;0;0
26000;2010;sf1;2010sf1;J;Belgium;Finland;7;0
26001;2010;sf1;2010sf1;J;Belgium;Greece;10;0
26002;2010;sf1;2010sf1;J;Belgium;Iceland;12;0
26003;2010;sf1;2010sf1;J;Belgium;Latvia;0;0
26004;2010;sf1;2010sf1;J;Belgium;Malta;0;0
26005;2010;sf1;2010sf1;J;Belgium;Moldova;2;0
26006;2010;sf1;2010sf1;J;Belgium;Poland;6;0
26007;2010;sf1;2010sf1;J;Belgium;Portugal;4;0
26008;2010;sf1;2010sf1;J;Belgium;Russia;5;0
26009;2010;sf1;2010sf1;J;Belgium;Serbia;3;0
26010;2010;sf1;2010sf1;J;Belgium;Slovakia;1;0
26011;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Albania;7;0
26012;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Belarus;0;0
26013;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Belgium;4;0
26014;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Bosnia and Herzegovina;0;1
26015;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Estonia;1;0
26016;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Macedonia;10;0
26017;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Finland;0;0
26018;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Greece;8;0
26019;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Iceland;0;0
26020;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Latvia;0;0
26021;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Malta;6;0
26022;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Moldova;0;0
26023;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Poland;0;0
26024;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Portugal;3;0
26025;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Russia;2;0
26026;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Serbia;12;0
26027;2010;sf1;2010sf1;J;Bosnia and Herzegovina;Slovakia;5;0
26028;2010;sf1;2010sf1;J;Estonia;Albania;0;0
26029;2010;sf1;2010sf1;J;Estonia;Belarus;4;0
26030;2010;sf1;2010sf1;J;Estonia;Belgium;8;0
26031;2010;sf1;2010sf1;J;Estonia;Bosnia and Herzegovina;0;0
26032;2010;sf1;2010sf1;J;Estonia;Estonia;0;1
26033;2010;sf1;2010sf1;J;Estonia;Macedonia;0;0
26034;2010;sf1;2010sf1;J;Estonia;Finland;10;0
26035;2010;sf1;2010sf1;J;Estonia;Greece;2;0
26036;2010;sf1;2010sf1;J;Estonia;Iceland;7;0
26037;2010;sf1;2010sf1;J;Estonia;Latvia;6;0
26038;2010;sf1;2010sf1;J;Estonia;Malta;3;0
26039;2010;sf1;2010sf1;J;Estonia;Moldova;0;0
26040;2010;sf1;2010sf1;J;Estonia;Poland;0;0
26041;2010;sf1;2010sf1;J;Estonia;Portugal;5;0
26042;2010;sf1;2010sf1;J;Estonia;Russia;12;0
26043;2010;sf1;2010sf1;J;Estonia;Serbia;1;0
26044;2010;sf1;2010sf1;J;Estonia;Slovakia;0;0
26045;2010;sf1;2010sf1;J;Macedonia;Albania;12;0
26046;2010;sf1;2010sf1;J;Macedonia;Belarus;5;0
26047;2010;sf1;2010sf1;J;Macedonia;Belgium;4;0
26048;2010;sf1;2010sf1;J;Macedonia;Bosnia and Herzegovina;8;0
26049;2010;sf1;2010sf1;J;Macedonia;Estonia;0;0
26050;2010;sf1;2010sf1;J;Macedonia;Macedonia;0;1
26051;2010;sf1;2010sf1;J;Macedonia;Finland;0;0
26052;2010;sf1;2010sf1;J;Macedonia;Greece;3;0
26053;2010;sf1;2010sf1;J;Macedonia;Iceland;1;0
26054;2010;sf1;2010sf1;J;Macedonia;Latvia;0;0
26055;2010;sf1;2010sf1;J;Macedonia;Malta;6;0
26056;2010;sf1;2010sf1;J;Macedonia;Moldova;7;0
26057;2010;sf1;2010sf1;J;Macedonia;Poland;0;0
26058;2010;sf1;2010sf1;J;Macedonia;Portugal;2;0
26059;2010;sf1;2010sf1;J;Macedonia;Russia;0;0
26060;2010;sf1;2010sf1;J;Macedonia;Serbia;10;0
26061;2010;sf1;2010sf1;J;Macedonia;Slovakia;0;0
26062;2010;sf1;2010sf1;J;Finland;Albania;4;0
26063;2010;sf1;2010sf1;J;Finland;Belarus;0;0
26064;2010;sf1;2010sf1;J;Finland;Belgium;10;0
26065;2010;sf1;2010sf1;J;Finland;Bosnia and Herzegovina;0;0
26066;2010;sf1;2010sf1;J;Finland;Estonia;12;0
26067;2010;sf1;2010sf1;J;Finland;Macedonia;0;0
26068;2010;sf1;2010sf1;J;Finland;Finland;0;1
26069;2010;sf1;2010sf1;J;Finland;Greece;8;0
26070;2010;sf1;2010sf1;J;Finland;Iceland;7;0
26071;2010;sf1;2010sf1;J;Finland;Latvia;5;0
26072;2010;sf1;2010sf1;J;Finland;Malta;1;0
26073;2010;sf1;2010sf1;J;Finland;Moldova;0;0
26074;2010;sf1;2010sf1;J;Finland;Poland;0;0
26075;2010;sf1;2010sf1;J;Finland;Portugal;6;0
26076;2010;sf1;2010sf1;J;Finland;Russia;3;0
26077;2010;sf1;2010sf1;J;Finland;Serbia;0;0
26078;2010;sf1;2010sf1;J;Finland;Slovakia;2;0
26079;2010;sf1;2010sf1;J;France;Albania;2;0
26080;2010;sf1;2010sf1;J;France;Belarus;1;0
26081;2010;sf1;2010sf1;J;France;Belgium;10;0
26082;2010;sf1;2010sf1;J;France;Bosnia and Herzegovina;6;0
26083;2010;sf1;2010sf1;J;France;Estonia;0;0
26084;2010;sf1;2010sf1;J;France;Macedonia;0;0
26085;2010;sf1;2010sf1;J;France;Finland;0;0
26086;2010;sf1;2010sf1;J;France;Greece;4;0
26087;2010;sf1;2010sf1;J;France;Iceland;5;0
26088;2010;sf1;2010sf1;J;France;Latvia;0;0
26089;2010;sf1;2010sf1;J;France;Malta;0;0
26090;2010;sf1;2010sf1;J;France;Moldova;3;0
26091;2010;sf1;2010sf1;J;France;Poland;7;0
26092;2010;sf1;2010sf1;J;France;Portugal;8;0
26093;2010;sf1;2010sf1;J;France;Russia;0;0
26094;2010;sf1;2010sf1;J;France;Serbia;12;0
26095;2010;sf1;2010sf1;J;France;Slovakia;0;0
26096;2010;sf1;2010sf1;J;Germany;Albania;5;0
26097;2010;sf1;2010sf1;J;Germany;Belarus;0;0
26098;2010;sf1;2010sf1;J;Germany;Belgium;12;0
26099;2010;sf1;2010sf1;J;Germany;Bosnia and Herzegovina;0;0
26100;2010;sf1;2010sf1;J;Germany;Estonia;0;0
26101;2010;sf1;2010sf1;J;Germany;Macedonia;0;0
26102;2010;sf1;2010sf1;J;Germany;Finland;3;0
26103;2010;sf1;2010sf1;J;Germany;Greece;8;0
26104;2010;sf1;2010sf1;J;Germany;Iceland;6;0
26105;2010;sf1;2010sf1;J;Germany;Latvia;0;0
26106;2010;sf1;2010sf1;J;Germany;Malta;2;0
26107;2010;sf1;2010sf1;J;Germany;Moldova;0;0
26108;2010;sf1;2010sf1;J;Germany;Poland;7;0
26109;2010;sf1;2010sf1;J;Germany;Portugal;10;0
26110;2010;sf1;2010sf1;J;Germany;Russia;1;0
26111;2010;sf1;2010sf1;J;Germany;Serbia;4;0
26112;2010;sf1;2010sf1;J;Germany;Slovakia;0;0
26113;2010;sf1;2010sf1;J;Greece;Albania;12;0
26114;2010;sf1;2010sf1;J;Greece;Belarus;6;0
26115;2010;sf1;2010sf1;J;Greece;Belgium;10;0
26116;2010;sf1;2010sf1;J;Greece;Bosnia and Herzegovina;5;0
26117;2010;sf1;2010sf1;J;Greece;Estonia;1;0
26118;2010;sf1;2010sf1;J;Greece;Macedonia;0;0
26119;2010;sf1;2010sf1;J;Greece;Finland;0;0
26120;2010;sf1;2010sf1;J;Greece;Greece;0;1
26121;2010;sf1;2010sf1;J;Greece;Iceland;8;0
26122;2010;sf1;2010sf1;J;Greece;Latvia;0;0
26123;2010;sf1;2010sf1;J;Greece;Malta;2;0
26124;2010;sf1;2010sf1;J;Greece;Moldova;4;0
26125;2010;sf1;2010sf1;J;Greece;Poland;0;0
26126;2010;sf1;2010sf1;J;Greece;Portugal;0;0
26127;2010;sf1;2010sf1;J;Greece;Russia;3;0
26128;2010;sf1;2010sf1;J;Greece;Serbia;7;0
26129;2010;sf1;2010sf1;J;Greece;Slovakia;0;0
26130;2010;sf1;2010sf1;J;Iceland;Albania;10;0
26131;2010;sf1;2010sf1;J;Iceland;Belarus;0;0
26132;2010;sf1;2010sf1;J;Iceland;Belgium;12;0
26133;2010;sf1;2010sf1;J;Iceland;Bosnia and Herzegovina;0;0
26134;2010;sf1;2010sf1;J;Iceland;Estonia;2;0
26135;2010;sf1;2010sf1;J;Iceland;Macedonia;1;0
26136;2010;sf1;2010sf1;J;Iceland;Finland;6;0
26137;2010;sf1;2010sf1;J;Iceland;Greece;8;0
26138;2010;sf1;2010sf1;J;Iceland;Iceland;0;1
26139;2010;sf1;2010sf1;J;Iceland;Latvia;0;0
26140;2010;sf1;2010sf1;J;Iceland;Malta;4;0
26141;2010;sf1;2010sf1;J;Iceland;Moldova;0;0
26142;2010;sf1;2010sf1;J;Iceland;Poland;0;0
26143;2010;sf1;2010sf1;J;Iceland;Portugal;7;0
26144;2010;sf1;2010sf1;J;Iceland;Russia;0;0
26145;2010;sf1;2010sf1;J;Iceland;Serbia;3;0
26146;2010;sf1;2010sf1;J;Iceland;Slovakia;5;0
26147;2010;sf1;2010sf1;J;Latvia;Albania;0;0
26148;2010;sf1;2010sf1;J;Latvia;Belarus;5;0
26149;2010;sf1;2010sf1;J;Latvia;Belgium;8;0
26150;2010;sf1;2010sf1;J;Latvia;Bosnia and Herzegovina;0;0
26151;2010;sf1;2010sf1;J;Latvia;Estonia;12;0
26152;2010;sf1;2010sf1;J;Latvia;Macedonia;0;0
26153;2010;sf1;2010sf1;J;Latvia;Finland;6;0
26154;2010;sf1;2010sf1;J;Latvia;Greece;0;0
26155;2010;sf1;2010sf1;J;Latvia;Iceland;2;0
26156;2010;sf1;2010sf1;J;Latvia;Latvia;0;1
26157;2010;sf1;2010sf1;J;Latvia;Malta;1;0
26158;2010;sf1;2010sf1;J;Latvia;Moldova;0;0
26159;2010;sf1;2010sf1;J;Latvia;Poland;4;0
26160;2010;sf1;2010sf1;J;Latvia;Portugal;7;0
26161;2010;sf1;2010sf1;J;Latvia;Russia;10;0
26162;2010;sf1;2010sf1;J;Latvia;Serbia;3;0
26163;2010;sf1;2010sf1;J;Latvia;Slovakia;0;0
26164;2010;sf1;2010sf1;J;Malta;Albania;6;0
26165;2010;sf1;2010sf1;J;Malta;Belarus;5;0
26166;2010;sf1;2010sf1;J;Malta;Belgium;12;0
26167;2010;sf1;2010sf1;J;Malta;Bosnia and Herzegovina;3;0
26168;2010;sf1;2010sf1;J;Malta;Estonia;0;0
26169;2010;sf1;2010sf1;J;Malta;Macedonia;0;0
26170;2010;sf1;2010sf1;J;Malta;Finland;2;0
26171;2010;sf1;2010sf1;J;Malta;Greece;8;0
26172;2010;sf1;2010sf1;J;Malta;Iceland;10;0
26173;2010;sf1;2010sf1;J;Malta;Latvia;0;0
26174;2010;sf1;2010sf1;J;Malta;Malta;0;1
26175;2010;sf1;2010sf1;J;Malta;Moldova;7;0
26176;2010;sf1;2010sf1;J;Malta;Poland;0;0
26177;2010;sf1;2010sf1;J;Malta;Portugal;4;0
26178;2010;sf1;2010sf1;J;Malta;Russia;1;0
26179;2010;sf1;2010sf1;J;Malta;Serbia;0;0
26180;2010;sf1;2010sf1;J;Malta;Slovakia;0;0
26181;2010;sf1;2010sf1;J;Moldova;Albania;0;0
26182;2010;sf1;2010sf1;J;Moldova;Belarus;8;0
26183;2010;sf1;2010sf1;J;Moldova;Belgium;6;0
26184;2010;sf1;2010sf1;J;Moldova;Bosnia and Herzegovina;1;0
26185;2010;sf1;2010sf1;J;Moldova;Estonia;0;0
26186;2010;sf1;2010sf1;J;Moldova;Macedonia;4;0
26187;2010;sf1;2010sf1;J;Moldova;Finland;0;0
26188;2010;sf1;2010sf1;J;Moldova;Greece;7;0
26189;2010;sf1;2010sf1;J;Moldova;Iceland;10;0
26190;2010;sf1;2010sf1;J;Moldova;Latvia;0;0
26191;2010;sf1;2010sf1;J;Moldova;Malta;0;0
26192;2010;sf1;2010sf1;J;Moldova;Moldova;0;1
26193;2010;sf1;2010sf1;J;Moldova;Poland;2;0
26194;2010;sf1;2010sf1;J;Moldova;Portugal;5;0
26195;2010;sf1;2010sf1;J;Moldova;Russia;12;0
26196;2010;sf1;2010sf1;J;Moldova;Serbia;3;0
26197;2010;sf1;2010sf1;J;Moldova;Slovakia;0;0
26198;2010;sf1;2010sf1;J;Poland;Albania;4;0
26199;2010;sf1;2010sf1;J;Poland;Belarus;3;0
26200;2010;sf1;2010sf1;J;Poland;Belgium;12;0
26201;2010;sf1;2010sf1;J;Poland;Bosnia and Herzegovina;6;0
26202;2010;sf1;2010sf1;J;Poland;Estonia;5;0
26203;2010;sf1;2010sf1;J;Poland;Macedonia;0;0
26204;2010;sf1;2010sf1;J;Poland;Finland;1;0
26205;2010;sf1;2010sf1;J;Poland;Greece;7;0
26206;2010;sf1;2010sf1;J;Poland;Iceland;10;0
26207;2010;sf1;2010sf1;J;Poland;Latvia;0;0
26208;2010;sf1;2010sf1;J;Poland;Malta;0;0
26209;2010;sf1;2010sf1;J;Poland;Moldova;0;0
26210;2010;sf1;2010sf1;J;Poland;Poland;0;1
26211;2010;sf1;2010sf1;J;Poland;Portugal;2;0
26212;2010;sf1;2010sf1;J;Poland;Russia;8;0
26213;2010;sf1;2010sf1;J;Poland;Serbia;0;0
26214;2010;sf1;2010sf1;J;Poland;Slovakia;0;0
26215;2010;sf1;2010sf1;J;Portugal;Albania;0;0
26216;2010;sf1;2010sf1;J;Portugal;Belarus;7;0
26217;2010;sf1;2010sf1;J;Portugal;Belgium;12;0
26218;2010;sf1;2010sf1;J;Portugal;Bosnia and Herzegovina;0;0
26219;2010;sf1;2010sf1;J;Portugal;Estonia;4;0
26220;2010;sf1;2010sf1;J;Portugal;Macedonia;0;0
26221;2010;sf1;2010sf1;J;Portugal;Finland;0;0
26222;2010;sf1;2010sf1;J;Portugal;Greece;10;0
26223;2010;sf1;2010sf1;J;Portugal;Iceland;6;0
26224;2010;sf1;2010sf1;J;Portugal;Latvia;0;0
26225;2010;sf1;2010sf1;J;Portugal;Malta;3;0
26226;2010;sf1;2010sf1;J;Portugal;Moldova;8;0
26227;2010;sf1;2010sf1;J;Portugal;Poland;0;0
26228;2010;sf1;2010sf1;J;Portugal;Portugal;0;1
26229;2010;sf1;2010sf1;J;Portugal;Russia;1;0
26230;2010;sf1;2010sf1;J;Portugal;Serbia;2;0
26231;2010;sf1;2010sf1;J;Portugal;Slovakia;5;0
26232;2010;sf1;2010sf1;J;Russia;Albania;0;0
26233;2010;sf1;2010sf1;J;Russia;Belarus;12;0
26234;2010;sf1;2010sf1;J;Russia;Belgium;10;0
26235;2010;sf1;2010sf1;J;Russia;Bosnia and Herzegovina;2;0
26236;2010;sf1;2010sf1;J;Russia;Estonia;0;0
26237;2010;sf1;2010sf1;J;Russia;Macedonia;1;0
26238;2010;sf1;2010sf1;J;Russia;Finland;3;0
26239;2010;sf1;2010sf1;J;Russia;Greece;7;0
26240;2010;sf1;2010sf1;J;Russia;Iceland;8;0
26241;2010;sf1;2010sf1;J;Russia;Latvia;0;0
26242;2010;sf1;2010sf1;J;Russia;Malta;0;0
26243;2010;sf1;2010sf1;J;Russia;Moldova;5;0
26244;2010;sf1;2010sf1;J;Russia;Poland;6;0
26245;2010;sf1;2010sf1;J;Russia;Portugal;0;0
26246;2010;sf1;2010sf1;J;Russia;Russia;0;1
26247;2010;sf1;2010sf1;J;Russia;Serbia;4;0
26248;2010;sf1;2010sf1;J;Russia;Slovakia;0;0
26249;2010;sf1;2010sf1;J;Serbia;Albania;2;0
26250;2010;sf1;2010sf1;J;Serbia;Belarus;0;0
26251;2010;sf1;2010sf1;J;Serbia;Belgium;7;0
26252;2010;sf1;2010sf1;J;Serbia;Bosnia and Herzegovina;12;0
26253;2010;sf1;2010sf1;J;Serbia;Estonia;0;0
26254;2010;sf1;2010sf1;J;Serbia;Macedonia;8;0
26255;2010;sf1;2010sf1;J;Serbia;Finland;0;0
26256;2010;sf1;2010sf1;J;Serbia;Greece;10;0
26257;2010;sf1;2010sf1;J;Serbia;Iceland;3;0
26258;2010;sf1;2010sf1;J;Serbia;Latvia;0;0
26259;2010;sf1;2010sf1;J;Serbia;Malta;0;0
26260;2010;sf1;2010sf1;J;Serbia;Moldova;1;0
26261;2010;sf1;2010sf1;J;Serbia;Poland;0;0
26262;2010;sf1;2010sf1;J;Serbia;Portugal;5;0
26263;2010;sf1;2010sf1;J;Serbia;Russia;4;0
26264;2010;sf1;2010sf1;J;Serbia;Serbia;0;1
